base_origem,qru_corrida,nome_orgao,status_corrida,motivo_corrida,km_total,valor_corrida,data_abertura,data_despacho,data_local_embarque,data_inicio,data_final,origem_endereco,origem_bairro,origem_cidade,origem_uf,destino_solicitado_endereco,destino_efetivo_endereco,origem_latitude,origem_longitude,destino_solicitado_latitude,destino_solicitado_longitude,destino_efetivo_latitude,destino_efetivo_longitude,ateste_setorial_data,conteste_info
TAXIGOV_DF,516334.0,Ministério da Economia,CONCLUÍDA,1 - REUNIAO EXTERNA,5.87,18.55,2022-04-01 09:26:21.013,2022-04-01 09:26:28.303,2022-04-01 09:26:38.250,2022-04-01 09:26:54.643,2022-04-01 09:56:48.287,"SGON, QD 1",PA 32,BRASILIA,DF,"MINISTERIO DA ECONOMIA BL K, - PA 2",ESPLANADA DOS MINISTERIOS - ZONA CIVICOADMINISTRATIVA - 70050-000 - BRASILIA - DF - BRASILIA,-15.768681,-47.9206,-15.79482,-47.87401,-15.794675,-47.873630,,
TAXIGOV_DF,516335.0,Ministério da Economia,CONCLUÍDA,1 - REUNIAO EXTERNA,1.64,6.32,2022-04-01 09:26:32.203,2022-04-01 09:26:39.603,2022-04-01 09:28:15.533,2022-04-01 09:29:07.223,2022-04-01 09:32:42.513,"MINISTERIO DA ECONOMIA - BLOCO F, ANEXO B, 5",BRASILIA,BRASILIA,DF,"Bloco K - Esplanada dos Ministerios, Brasilia, Distrito Federal",SCTN - ZONA CIVICOADMINISTRATIVA - 70070-200 - BRASILIA - DF - BRASILIA,-15.801390,-47.869905,-15.794736,-47.873865,-15.793916,-47.873952,,
TAXIGOV_DF,516338.0,MINISTERIO DO DESENVOLVIMENTO REGIONAL,CONCLUÍDA,1 - REUNIAO EXTERNA,5.76,18.22,2022-04-01 09:29:15.293,2022-04-01 09:29:38.623,2022-04-01 09:29:51.590,2022-04-01 09:31:23.473,2022-04-01 09:40:40.067,"906 NORTE EDIFÍCIO CELSO FURTADO,",ASA NORTE,BRASILIA,DF,"MINISTERIO DA CIDADANIA BL A, - PA 1",ESPLANADA DOS MINISTERIOS - ZONA CIVICOADMINISTRATIVA - 70050-000 - BRASILIA - DF - BRASILIA,-15.76991,-47.89318,-15.798945,-47.873209,-15.799718,-47.869890,,
TAXIGOV_DF,516340.0,Ministério da Mulher,CONCLUÍDA,1 - REUNIAO EXTERNA,2.6,8.22,2022-04-01 09:29:24.060,2022-04-01 09:31:07.473,2022-04-01 09:34:52.050,2022-04-01 09:35:01.827,2022-04-01 09:39:41.970,"EDIFICIO PARQUE CIDADE CORPORATE, SCS QD. 9, LT. C",ASA SUL,BRASILIA,DF,"Ministerio da Mulher, da Familia e dos Direitos Humanos, Brasilia, Distrito Federal",ESPLANADA DOS MINISTERIOS - ZONA CIVICOADMINISTRATIVA - 70050-000 - BRASILIA - DF - BRASILIA,-15.795332,-47.893476,-15.798490,-47.873138,-15.798798,-47.873185,,
TAXIGOV_DF,516345.0,Presidência da República,CONCLUÍDA,1 - REUNIAO EXTERNA,11.41,36.06,2022-04-01 09:32:32.740,2022-04-01 09:32:43.610,2022-04-01 09:35:48.003,2022-04-01 09:39:58.887,2022-04-01 09:59:06.010,PALACIO DO PLANALTO,PA 1,BRASILIA,DF,"Abin, Asa Sul, Brasilia, DF",SPO - SETOR POLICIAL SUL - 70610-200 - BRASILIA - DF - BRASILIA,-15.799048,-47.860768,-15.831100,-47.949300,-15.822738,-47.936681,,
TAXIGOV_DF,516347.0,Ministério das Comunicações,CONCLUÍDA,1 - REUNIAO EXTERNA,11.63,36.75,2022-04-01 09:33:56.940,2022-04-01 09:34:50.773,2022-04-01 09:40:22.300,2022-04-01 09:40:45.870,2022-04-01 09:56:18.193,SQS 310,BRASILIA,BRASILIA,DF,"ALA 1 - Base Aerea de Brasilia, Brasilia, DF",HOSPITAL DE FORCA AEREA DE BRASILIA - SETOR DE HABITACOES INDIVIDUAIS SUL - 71608-010 - BRASILIA - DF - BRASILIA,-15.818099,-47.911700,-15.872805,-47.908675,-15.867920,-47.905413,,
TAXIGOV_DF,516348.0,Ministério do Turismo,CONCLUÍDA,1 - REUNIAO EXTERNA,3.63,11.46,2022-04-01 09:34:06.593,2022-04-01 09:34:16.573,2022-04-01 09:36:01.507,2022-04-01 09:36:45.757,2022-04-01 09:44:48.437,MINISTERIO DO TURISMO - GARAGEM,PA 2,BRASILIA,DF,"VENANCIO 2000, - PA 4",SCS QUADRA 8 - ASA SUL - 70308-000 - BRASILIA - DF - BRASILIA,-15.795652,-47.867357,-15.79521,-47.89301,-15.796555,-47.893007,,
TAXIGOV_DF,516357.0,Ministério da Educação,CONCLUÍDA,1 - REUNIAO EXTERNA,4.8,15.17,2022-04-01 09:37:13.737,2022-04-01 09:37:21.297,2022-04-01 09:39:07.550,2022-04-01 09:39:56.757,2022-04-01 09:50:43.933,MINISTERIO DA EDUCACAO,PA 2,BRASILIA,DF,"Conselho Nacional de Educacao - MEC, Asa Sul, Brasilia, DF",SGAS 607 - ASA SUL - 70200-670 - BRASILIA - DF - BRASILIA,-15.795007,-47.873047,-15.822055,-47.894821,-15.821960,-47.894939,,
TAXIGOV_DF,516358.0,Presidência da República,CONCLUÍDA,2 - ENTREGA DE DOCUMENTOS,10.07,31.82,2022-04-01 09:37:50.583,2022-04-01 09:38:07.770,2022-04-01 09:44:59.860,2022-04-01 09:45:11.807,2022-04-01 10:21:23.763,PRESIDENCIA DA REPUBLICA - ANEXO I,BRASILIA,BRASILIA,DF,"QGEx Portaria Norte, Brasilia, DF",SMU - BRASILIA - DF - BRASILIA,-15.799438,-47.859390,-15.772358,-47.917021,-15.771987,-47.917034,,
TAXIGOV_DF,516359.0,Ministério Cidadania,CONCLUÍDA,3 - VISITA TECNICA,3.0,9.48,2022-04-01 09:38:07.393,2022-04-01 09:38:15.743,2022-04-01 09:44:37.457,2022-04-01 09:44:47.043,2022-04-01 09:54:45.123,EMI BLOCO A,BRASILIA,BRASILIA,DF,"St. Paul Plaza Hotel, Asa Sul, Brasilia, DF",SHS QUADRA 2 - ASA SUL - 70312-000 - BRASILIA - DF - BRASILIA,-15.798981,-47.873350,-15.795376,-47.888520,-15.795441,-47.888338,,
TAXIGOV_DF,516360.0,Ministério da Defesa,CONCLUÍDA,1 - REUNIAO EXTERNA,8.37,26.45,2022-04-01 09:38:14.937,2022-04-01 09:38:24.520,2022-04-01 09:38:44.400,2022-04-01 10:03:28.677,2022-04-01 10:18:31.037,"SMU, CG 32",PA 32,BRASILIA,DF,"MINISTERIO DEFESA BL Q, anexo - PA 2",ESPLANADA DOS MINISTERIOS - ZONA CIVICOADMINISTRATIVA - 70050-000 - BRASILIA - DF - BRASILIA,-15.768598,-47.920664,-15.810675,-47.871969,-15.794239,-47.870411,,
TAXIGOV_DF,516361.0,Ministério da Economia,CONCLUÍDA,1 - REUNIAO EXTERNA,1.33,6.32,2022-04-01 09:38:20.037,2022-04-01 09:38:37.547,2022-04-01 09:39:31.247,2022-04-01 09:39:31.937,2022-04-01 09:43:15.063,MINISTERIO DA ECONOMIA - BLOCO K,,BRASILIA,DF,"SUCADE, Brasilia, DF",SAFN - BRASILIA - DF - BRASILIA,-15.794738,-47.873794,-15.792319,-47.866069,-15.792514,-47.866281,,
TAXIGOV_DF,516363.0,MAPA - Ministério da Agricultura - Pecuária e Abastecimento,CANCELADA,1 - REUNIAO EXTERNA,,,2022-04-01 09:38:59.913,2022-04-01 09:39:38.673,2022-04-01 09:40:57.103,2022-04-01 09:39:38.673,2022-04-01 09:41:06.730,"EDIFICIO SIDERBRAS - SECRETARIA DA AQUICULTURA E PESCA DO MAPA - REITORIA DO IFB, 535",ASA SUL,BRASILIA,DF,"Ministerio da Agricultura, Pecuaria e Abastecimento (Mapa), Esplanada dos Ministerios, Bl. D, Brasilia, Brasilia, DF",,-15.801115,-47.879288,-15.799613,-47.870953,,,,
TAXIGOV_DF,516364.0,Ministério do Turismo,CONCLUÍDA,1 - REUNIAO EXTERNA,3.51,11.1,2022-04-01 09:39:21.007,2022-04-01 09:39:53.550,2022-04-01 09:40:42.897,2022-04-01 09:46:10.630,2022-04-01 09:53:12.037,MINISTERIO DO MEIO AMBIENTE,PA 2,BRASILIA,DF,"Venancio Shopping, SCS Qd. 8, Bl. B-60, Brasilia, Brasilia, DF",SCS QUADRA 8 - ASA SUL - 70308-000 - BRASILIA - DF - BRASILIA,-15.798594,-47.872431,-15.796104,-47.892751,-15.796570,-47.892943,,
TAXIGOV_DF,516367.0,Ministério da Economia,CONCLUÍDA,1 - REUNIAO EXTERNA,2.56,8.1,2022-04-01 09:40:18.450,2022-04-01 09:41:01.727,2022-04-01 09:42:55.003,2022-04-01 09:43:25.737,2022-04-01 09:49:59.980,BLOCO K - ESPLANADA DOS MINISTERIOS,PA 2,BRASILIA,DF,"Ministerio da Fazenda (Orgaos Centrais), Saus Quadra 6, Asa Sul, Brasilia, DF",SQS 402 BLOCO N - ASA SUL - 70236-140 - BRASILIA - DF - BRASILIA,-15.794735,-47.873864,-15.805996,-47.881467,-15.806195,-47.881527,,
TAXIGOV_DF,516370.0,Ministério Cidadania,CONCLUÍDA,1 - REUNIAO EXTERNA,14.16,44.73,2022-04-01 09:42:27.423,2022-04-01 09:42:40.720,2022-04-01 09:43:49.417,2022-04-01 09:48:23.790,2022-04-01 10:04:14.440,MINISTERIO DA CIDADANIA,PA 2,BRASILIA,DF,"Ed.The Union, Smpw Trecho 3 Q 2 Q 1 Conjunto 2, Brasilia, DF",SMAS TRECHO 3 - BRASILIA - DF - BRASILIA,-15.798670,-47.873379,-15.836361,-47.951692,-15.836022,-47.951247,,
TAXIGOV_DF,516371.0,Ministério da Saúde,CONCLUÍDA,1 - REUNIAO EXTERNA,3.92,12.4,2022-04-01 09:42:54.417,2022-04-01 09:43:03.193,2022-04-01 09:46:22.280,2022-04-01 09:49:38.643,2022-04-01 09:58:14.910,PO 700,ASA NORTE,BRASILIA,DF,"Ministerio da Saude, Brasilia, DF",ESPLANADA DOS MINISTERIOS - ZONA CIVICOADMINISTRATIVA - 70050-000 - BRASILIA - DF - BRASILIA,-15.784118,-47.890152,-15.800236,-47.868381,-15.800204,-47.868168,,
TAXIGOV_DF,516373.0,Presidência da República,CONCLUÍDA,2 - ENTREGA DE DOCUMENTOS,7.3,23.08,2022-04-01 09:43:57.383,2022-04-01 09:44:06.723,2022-04-01 09:46:58.560,2022-04-01 09:47:10.457,2022-04-01 10:00:22.550,PALACIO DO PLANALTO,BRASILIA,BRASILIA,DF,"Imprensa Nacional, Estrada Parque Industrias Graficas, Brasilia, DF",SQSW 300 BLOCO S - SETOR SUDOESTE - 70673-060 - BRASILIA - DF - BRASILIA,-15.799410,-47.860877,-15.792430,-47.913604,-15.792938,-47.914152,,
TAXIGOV_DF,516376.0,Serviço Florestal Brasileiro,CONCLUÍDA,1 - REUNIAO EXTERNA,5.75,18.18,2022-04-01 09:44:18.880,2022-04-01 09:49:16.900,2022-04-01 09:49:36.010,2022-04-01 09:51:58.960,2022-04-01 10:05:28.190,"MINISTERIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",PA 2,BRASILIA,DF,"Servico Florestal Brasileiro, SCEN Trecho 2, Bl. H, Brasilia, Brasilia, DF",SCEN TRECHO 2 - ASA NORTE - 70800-120 - BRASILIA - DF - BRASILIA,-15.799534,-47.870929,-15.764423,-47.861191,-15.765175,-47.861897,,
TAXIGOV_DF,516377.0,Ministério da Economia,CONCLUÍDA,2 - ENTREGA DE DOCUMENTOS,2.17,6.85,2022-04-01 09:44:35.457,2022-04-01 09:44:46.180,2022-04-01 09:47:23.403,2022-04-01 09:48:56.247,2022-04-01 09:52:30.600,BLOCO K - ESPLANADA DOS MINISTERIOS,ASA SUL,BRASILIA,DF,"Apex-Brasil, Asa Norte, Brasilia, DF",SQN 402 BLOCO DOM - ASA NORTE - 70834-040 - BRASILIA - DF - BRASILIA,-15.794735,-47.873864,-15.785896,-47.87531,-15.785726,-47.875387,,
TAXIGOV_DF,516379.0,Ministério da Educação,CANCELADA,1 - REUNIAO EXTERNA,,6.32,2022-04-01 09:45:55.043,2022-04-01 09:49:36.620,,2022-04-01 09:49:36.620,2022-04-01 09:53:21.667,MINISTERIO DA EDUCACAO,PA 2,BRASILIA,DF,"Asa Sul, Asa Sul, Brasilia, DF",,-15.795007,-47.873047,-15.803292,-47.890899,,,,
TAXIGOV_DF,516380.0,Ministério da Saúde,CONCLUÍDA,1 - REUNIAO EXTERNA,4.11,12.97,2022-04-01 09:46:38.620,2022-04-01 09:47:51.273,2022-04-01 09:55:08.270,2022-04-01 09:56:13.733,2022-04-01 10:04:00.583,MINISTERIO DA SAUDE - BLOCO G,PA 2,BRASILIA,DF,"PO700-Ministerio da Saude, Asa Norte, Brasilia, DF",SCN QUADRA 6 - ASA NORTE - 70716-000 - BRASILIA - DF - BRASILIA,-15.800236,-47.868381,-15.783626,-47.890344,-15.784268,-47.890546,,
TAXIGOV_DF,516388.0,Presidência da República,CONCLUÍDA,1 - REUNIAO EXTERNA,19.02,60.09,2022-04-01 09:52:26.570,2022-04-01 11:04:31.300,,2022-04-01 11:23:39.857,2022-04-01 11:51:09.420,QUADRA 205,TAGUATINGA,BRASILIA,DF,"ALA 1 - Base Aerea de Brasilia, Brasilia, DF",AEB - BRASILIA - DF,-15.842511,-48.021175,-15.871267,-47.908699,-15.867186,-47.907854,,
TAXIGOV_DF,516389.0,Ministério da Saúde,CONCLUÍDA,1 - REUNIAO EXTERNA,14.58,46.09,2022-04-01 09:52:51.290,2022-04-01 09:53:01.497,2022-04-01 09:55:30.030,2022-04-01 10:02:50.727,2022-04-01 10:27:25.097,MINISTERIO DA SAUDE (MS),BRASILIA,BRASILIA,DF,"SIA Trecho 3, Brasilia, DF",SIA TRECHO 4 - ZONA INDUSTRIAL GUARA - 71200-040 - BRASILIA - DF - BRASILIA,-15.800548,-47.868548,-15.801013,-47.964829,-15.801529,-47.956619,,
TAXIGOV_DF,516391.0,MINISTERIO DO DESENVOLVIMENTO REGIONAL,CONCLUÍDA,1 - REUNIAO EXTERNA,5.5,17.39,2022-04-01 09:53:41.753,2022-04-01 09:54:35.203,2022-04-01 10:00:45.420,2022-04-01 10:00:50.390,2022-04-01 10:12:07.610,"MINISTERIO DO DESENVOLVIMENTO REGIONAL, 174",ASA NORTE,BRASILIA,DF,"Emi Bloco E, Brasilia, Brasilia, DF",ESPLANADA DOS MINISTERIOS - ZONA CIVICOADMINISTRATIVA - 70050-000 - BRASILIA - DF - BRASILIA,-15.770399,-47.893189,-15.799764,-47.869889,-15.799795,-47.869868,,
TAXIGOV_DF,516392.0,Ministério da Educação,CONCLUÍDA,1 - REUNIAO EXTERNA,1.17,6.32,2022-04-01 09:53:45.533,2022-04-01 09:53:54.593,2022-04-01 09:54:30.920,2022-04-01 09:54:31.003,2022-04-01 09:57:57.070,"SGAS 607, CONSELHO NACIOANL DE DUCACAO",ASA SUL,BRASILIA,DF,"SGAS 604, SEBRAE - ASA SUL",SGAS 604/605 - ASA SUL - 70200-645 - BRASILIA - DF - BRASILIA,-15.821749,-47.894539,-15.814544,-47.886674,-15.815373,-47.887453,,
TAXIGOV_DF,516393.0,Ministério da Educação,CONCLUÍDA,1 - REUNIAO EXTERNA,2.28,7.21,2022-04-01 09:54:02.797,2022-04-01 09:55:28.157,2022-04-01 09:57:01.133,2022-04-01 09:59:16.370,2022-04-01 10:06:00.840,MINISTERIO DA EDUCACAO (MEC),BRASILIA,BRASILIA,DF,"Asa Sul Estacao 102 Sul - Asa Sul, Brasilia - DF, 70330-500, Brasil, Asa Sul, Brasilia, DF",CLS 202 BLOCO A - ASA SUL - 70232-515 - BRASILIA - DF - BRASILIA,-15.794903,-47.873218,-15.805321,-47.889869,-15.804275,-47.885641,,
TAXIGOV_DF,516396.0,Ministério da Economia,CONCLUÍDA,1 - REUNIAO EXTERNA,1.99,6.32,2022-04-01 09:57:22.170,2022-04-01 09:57:42.943,2022-04-01 09:58:12.267,2022-04-01 10:00:01.270,2022-04-01 10:06:05.760,"MINISTERIO DA ECONOMIA - BLOCO F, ANEXO B, 5",PA 2,BRASILIA,DF,"Bloco K - Esplanada dos Ministerios, Brasilia, DF",ESPLANADA DOS MINISTERIOS - ZONA CIVICOADMINISTRATIVA - 70050-000 - BRASILIA - DF - BRASILIA,-15.80139,-47.869905,-15.794735,-47.873864,-15.794900,-47.873672,,
TAXIGOV_DF,516397.0,Ministério da Saúde,CONCLUÍDA,1 - REUNIAO EXTERNA,4.13,13.06,2022-04-01 09:58:00.380,2022-04-01 09:58:29.623,2022-04-01 10:04:29.863,2022-04-01 10:08:07.830,2022-04-01 10:13:59.010,PO 700,ASA NORTE,BRASILIA,DF,"Ministerio da Saude, Brasilia, DF",ESPLANADA DOS MINISTERIOS - ZONA CIVICOADMINISTRATIVA - 70050-000 - BRASILIA - DF - BRASILIA,-15.784118,-47.890152,-15.800236,-47.868381,-15.800274,-47.868219,,
TAXIGOV_DF,516399.0,Ministério Cidadania,CANCELADA,4 - OUTROS,,,2022-04-01 09:59:18.707,2022-04-01 09:59:24.080,,2022-04-01 09:59:24.080,2022-04-01 09:59:30.007,ST. PAUL PLAZA HOTEL,ASA SUL,BRASILIA,DF,"Emi Bloco A, Brasilia, Brasilia, DF",,-15.795376,-47.888520,-15.798981,-47.873350,,,,
TAXIGOV_DF,516401.0,Ministério Cidadania,CONCLUÍDA,1 - REUNIAO EXTERNA,2.15,6.79,2022-04-01 09:59:36.877,2022-04-01 09:59:46.840,2022-04-01 09:59:58.300,2022-04-01 10:01:28.670,2022-04-01 10:06:12.670,ST. PAUL PLAZA HOTEL,ASA SUL,BRASILIA,DF,"Emi Bloco A, Brasilia, Brasilia, DF",ESPLANADA DOS MINISTERIOS - ZONA CIVICOADMINISTRATIVA - 70050-000 - BRASILIA - DF - BRASILIA,-15.795376,-47.888520,-15.798981,-47.873350,-15.798572,-47.873081,,
TAXIGOV_DF,516402.0,Ministério da Educação,CONCLUÍDA,1 - REUNIAO EXTERNA,2.87,9.08,2022-04-01 09:59:44.440,2022-04-01 09:59:51.077,2022-04-01 10:01:36.170,2022-04-01 10:01:38.590,2022-04-01 10:06:45.260,"SGAS 604, SEBRAEE",ASA SUL,BRASILIA,DF,"SGAN 601, - ASA NORTE",SAFN - BRASILIA - DF - BRASILIA,-15.814544,-47.886674,-15.782339,-47.872948,-15.790798,-47.871742,,
TAXIGOV_DF,516407.0,MAPA - Ministério da Agricultura - Pecuária e Abastecimento,CONCLUÍDA,1 - REUNIAO EXTERNA,3.25,10.27,2022-04-01 10:01:34.707,2022-04-01 10:02:33.820,2022-04-01 10:10:47.863,2022-04-01 10:10:59.760,2022-04-01 10:19:57.080,"MINISTERIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",,BRASILIA,DF,"Edificio Siderbras - Secretaria da Aquicultura e Pesca do MAPA - Reitoria do IFB, Asa Sul, Brasilia, DF",SAUS QUADRA 1 - ASA SUL - 70070-010 - BRASILIA - DF - BRASILIA,-15.799534,-47.870929,-15.801115,-47.879288,-15.798811,-47.876237,,
TAXIGOV_DF,516415.0,Ministério da Educação,CONCLUÍDA,1 - REUNIAO EXTERNA,0.49,6.32,2022-04-01 10:08:23.803,2022-04-01 10:08:31.733,2022-04-01 10:08:45.020,2022-04-01 10:08:45.093,2022-04-01 10:11:21.593,"SGAN 601,",ASA NORTE,BRASILIA,DF,"ANEXO MINISTERIO MEC, - PA 2",ESPLANADA DOS MINISTERIOS - ZONA CIVICOADMINISTRATIVA - 70050-000 - BRASILIA - DF - BRASILIA,-15.782339,-47.872948,-15.784552,-47.871526,-15.793509,-47.872917,,
TAXIGOV_DF,516416.0,Serviço Florestal Brasileiro,CONCLUÍDA,1 - REUNIAO EXTERNA,5.51,17.4,2022-04-01 10:08:39.970,2022-04-01 10:08:49.140,2022-04-01 10:09:01.503,2022-04-01 10:10:13.477,2022-04-01 10:21:14.257,"SCEN TRECHO 2, SERVICO FLORESTAL BRASILEIRO",ASA NORTE,BRASILIA,DF,"MINISTERIO DA AGRICULTURA/ABASTECIMENTO BL D, - PA 1",ESPLANADA DOS MINISTERIOS - ZONA CIVICOADMINISTRATIVA - 70050-000 - BRASILIA - DF - BRASILIA,-15.767567,-47.859568,-15.79948,-47.87096,-15.799234,-47.870557,,
TAXIGOV_DF,516417.0,Ministério Cidadania,CONCLUÍDA,1 - REUNIAO EXTERNA,1.96,6.32,2022-04-01 10:08:47.373,2022-04-01 10:09:04.567,2022-04-01 10:13:24.270,2022-04-01 10:14:49.220,2022-04-01 10:19:52.043,"DNIT - DEPARTAMENTO NACIONAL DE INFRAESTRUTURA DE TRANSPORTES, SAN QD. 3 BL. A",ZONA CIVICOADMINISTRATIVA,BRASILIA,DF,"Ministerio da Cidadania - MC, Eixo Monumental, Brasilia, Brasilia, DF",ESPLANADA DOS MINISTERIOS - ZONA CIVICOADMINISTRATIVA - 70050-000 - BRASILIA - DF - BRASILIA,-15.790708,-47.875235,-15.798614,-47.872419,-15.798733,-47.873187,,
TAXIGOV_DF,516419.0,Ministério das Relaçoes Exteriores,CONCLUÍDA,3 - VISITA TECNICA,5.78,18.26,2022-04-01 10:10:06.910,2022-04-01 10:10:18.320,2022-04-01 10:14:46.413,2022-04-01 10:14:46.810,2022-04-01 10:26:09.093,BANCO DO BRASIL - ITAMARATY - AGENCIA 1503,PA 2,BRASILIA,DF,"BL I, Asa Norte, Brasilia, DF",SQN 104 BLOCO I - ASA NORTE - 70733-090 - BRASILIA - DF - BRASILIA,-15.801111,-47.868225,-15.776256,-47.882299,-15.776033,-47.882211,,
TAXIGOV_DF,516423.0,Ministério da Economia,CONCLUÍDA,1 - REUNIAO EXTERNA,6.2,19.59,2022-04-01 10:12:36.170,2022-04-01 10:12:54.583,2022-04-01 10:12:58.840,2022-04-01 10:14:29.790,2022-04-01 10:26:52.763,MINISTERIO DA ECONOMIA - BLOCO K,PA 2,BRASILIA,DF,"SGO Q 1 Ae, Brasilia, DF",SGO QUADRA 5 - SETORES COMPLEMENTARES - 70610-650 - BRASILIA - DF - BRASILIA,-15.794996,-47.873968,-15.782000,-47.911890,-15.780065,-47.910816,,
TAXIGOV_DF,516424.0,MINISTERIO DO DESENVOLVIMENTO REGIONAL,CONCLUÍDA,1 - REUNIAO EXTERNA,5.44,17.19,2022-04-01 10:12:50.007,2022-04-01 10:15:54.077,2022-04-01 10:21:23.200,2022-04-01 10:22:02.997,2022-04-01 10:32:39.193,"MINISTERIO DO DESENVOLVIMENTO REGIONAL, VIA W 5 NORTE, 174",ASA NORTE,BRASILIA,DF,"Ministerio da Ciencia, Tecnologia e Inovacoes - MCTI, Brasilia, Distrito Federal",ESPLANADA DOS MINISTERIOS - ZONA CIVICOADMINISTRATIVA - 70050-000 - BRASILIA - DF - BRASILIA,-15.770399,-47.893189,-15.799864,-47.870052,-15.799729,-47.869813,,
TAXIGOV_DF,516427.0,Presidência da República,CONCLUÍDA,2 - ENTREGA DE DOCUMENTOS,12.64,39.94,2022-04-01 10:17:03.587,2022-04-01 10:17:49.353,2022-04-01 10:28:42.437,2022-04-01 10:28:45.097,2022-04-01 10:53:15.927,IMPRENSA NACIONAL,ZONA INDUSTRIAL,BRASILIA,DF,"Palacio do Planalto, Pca. dos Tres Poderes, Brasilia, Brasilia, DF",PC DOS TRES PODERES - ZONA CIVICOADMINISTRATIVA - 70100-000 - BRASILIA - DF - BRASILIA,-15.792430,-47.913604,-15.799410,-47.860877,-15.799243,-47.861792,,
TAXIGOV_DF,516428.0,Ministério do Turismo,CONCLUÍDA,1 - REUNIAO EXTERNA,3.78,11.96,2022-04-01 10:17:46.687,2022-04-01 10:18:40.870,2022-04-01 10:21:17.853,2022-04-01 10:21:27.770,2022-04-01 10:29:59.420,MINISTERIO DO TURISMO,PA 2,BRASILIA,DF,"Venancio Shopping, SCS Qd. 8, Bl. B-60, Brasilia, Brasilia, DF",SCS QUADRA 8 - ASA SUL - 70308-000 - BRASILIA - DF - BRASILIA,-15.796887,-47.868230,-15.796104,-47.892751,-15.794666,-47.892576,,
TAXIGOV_DF,516429.0,Ministério do Turismo,CANCELADA,1 - REUNIAO EXTERNA,,,2022-04-01 10:17:52.440,2022-04-01 10:18:06.900,,2022-04-01 10:18:06.900,2022-04-01 10:18:09.940,"VENANCIO SHOPPING, SCS QD. 8, BL. B-60",ASA SUL,BRASILIA,DF,"Ministerio do Turismo - Garagem, Eixo Monumental, Brasilia, Distrito Federal",,-15.796104,-47.892752,-15.795653,-47.867357,,,,
TAXIGOV_DF,516430.0,Ministério da Infraestrutura,CANCELADA,1 - REUNIAO EXTERNA,,,2022-04-01 10:17:54.430,2022-04-01 10:19:02.437,,2022-04-01 10:19:02.437,2022-04-01 10:19:15.870,MINISTERIO DOS TRANSPORTES - ANEXO A E B,PA 2,BRASILIA,DF,"SGO Q 1 Ae, Brasilia, DF",,-15.795428,-47.866892,-15.782000,-47.911890,,,,
TAXIGOV_DF,516431.0,Presidência da República,CONCLUÍDA,1 - REUNIAO EXTERNA,8.66,27.37,2022-04-01 10:19:17.777,2022-04-01 10:24:07.673,2022-04-01 10:35:45.863,2022-04-01 10:36:36.037,2022-04-01 10:51:37.590,"RUA 2, 8",LAGO SUL,BRASILIA,DF,"Sala de Autoridades, Base Aerea de Brasilia, Lago Sul, Brasilia, DF",AEB - BRASILIA - DF - BRASILIA,-15.857594,-47.910080,-15.866983,-47.905177,-15.867202,-47.908068,,
TAXIGOV_DF,516432.0,Ministério do Turismo,CONCLUÍDA,1 - REUNIAO EXTERNA,3.37,10.65,2022-04-01 10:19:26.500,2022-04-01 10:20:07.453,2022-04-01 10:25:10.600,2022-04-01 10:25:11.150,2022-04-01 10:31:50.760,"VENANCIO SHOPPING, SCS QD. 8, BL. B-60",ASA SUL,BRASILIA,DF,"Ministerio do Turismo - Garagem, Eixo Monumental, Brasilia, Distrito Federal",ESPLANADA DOS MINISTERIOS - ZONA CIVICOADMINISTRATIVA - 70050-000 - BRASILIA - DF - BRASILIA,-15.796104,-47.892752,-15.795653,-47.867357,-15.795950,-47.867450,,
TAXIGOV_DF,516436.0,Ministério da Economia,CONCLUÍDA,1 - REUNIAO EXTERNA,1.78,6.32,2022-04-01 10:20:31.840,2022-04-01 10:29:35.400,2022-04-01 10:31:33.463,2022-04-01 10:32:07.280,2022-04-01 10:35:46.830,"BLOCO K - ESPLANADA DOS MINISTERIOS, BLOCO K",ASA SUL,BRASILIA,DF,"Ministerio da Economia - Bloco F, Anexo B, Brasilia, Brasilia, DF",ESPLANADA DOS MINISTERIOS - ZONA CIVICOADMINISTRATIVA - 70050-000 - BRASILIA - DF - BRASILIA,-15.794736,-47.873865,-15.801390,-47.869905,-15.801543,-47.869369,,
TAXIGOV_DF,516440.0,Ministério da Economia,CONCLUÍDA,1 - REUNIAO EXTERNA,1.38,6.32,2022-04-01 10:23:30.320,2022-04-01 10:26:02.587,2022-04-01 10:30:38.593,2022-04-01 10:30:41.450,2022-04-01 10:34:54.023,SUCADE,ASA SUL,BRASILIA,DF,"Ministerio da Economia - Bloco K, Brasilia, DF",ESPLANADA DOS MINISTERIOS - ZONA CIVICOADMINISTRATIVA - 70050-000 - BRASILIA - DF - BRASILIA,-15.792319,-47.866069,-15.794996,-47.873968,-15.794610,-47.873632,,
